Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Toyota,Prius,2017,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,28115
Toyota,Prius,2017,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,30015
Toyota,Prius,2017,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,29135
Toyota,Prius,2017,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,26735
Toyota,Prius,2017,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031,24685
Toyota,Prius,2017,regular unleaded,121,4,AUTOMATIC,front wheel drive,4,"Hatchback,Hybrid",Compact,4dr Hatchback,53,58,2031,25165
Toyota,RAV4 EV,2013,electric,,0,DIRECT_DRIVE,front wheel drive,4,Crossover,Midsize,4dr SUV,74,78,2031,49800
Toyota,RAV4 EV,2014,electric,,0,DIRECT_DRIVE,front wheel drive,4,Crossover,Midsize,4dr SUV,74,78,2031,49800
Toyota,RAV4 Hybrid,2016,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,31,34,2031,28370
Toyota,RAV4 Hybrid,2016,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,31,34,2031,33610
Toyota,RAV4 Hybrid,2017,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,30,34,2031,34030
Toyota,RAV4 Hybrid,2017,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,30,34,2031,29030
Toyota,RAV4 Hybrid,2017,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Midsize,4dr SUV,30,34,2031,32185
Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,2031,25240
Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,29850
Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,2031,28450
Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,26640
Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,2031,23680
Toyota,RAV4,2015,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,25080
Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,2031,29265
Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,25750
Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,2031,26270
Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,2031,24350
Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,30665
Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,31,24,2031,31510
Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,32910
Toyota,RAV4,2016,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,29,22,2031,27670
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,23,2031,31830
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,22,2031,28230
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,22,2031,26310
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,23,2031,24910
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,22,2031,36150
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,22,2031,33230
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,29,23,2031,34750
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,23,2031,26830
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,30,23,2031,29985
Toyota,RAV4,2017,regular unleaded,176,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,22,2031,31385
Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031,64320
Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031,47620
Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,56580
Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,17,13,2031,61095
Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,47620
Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,17,13,2031,53355
Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031,56580
Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,64320
Toyota,Sequoia,2015,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,17,13,2031,44395
Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,17,13,2031,61855
Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,57340
Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,17,13,2031,45325
Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,65080
Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031,65080
Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031,57340
Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031,48550
Toyota,Sequoia,2016,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,17,13,2031,54115
Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,48550
Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031,48685
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,65215
Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,17,13,2031,45460
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,57475
Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031,57475
Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,17,13,2031,54250
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,4dr SUV,17,13,2031,48685
Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,four wheel drive,4,N/A,Large,4dr SUV,17,13,2031,65215
Toyota,Sequoia,2017,regular unleaded,381,8,AUTOMATIC,rear wheel drive,4,N/A,Large,4dr SUV,17,13,2031,61990
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031,42880
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031,37400
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031,40655
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,37445
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,35200
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,41035
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,35000
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031,33960
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031,46250
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,41750
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,28700
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,45120
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,31630
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,31430
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,38455
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,39780
Toyota,Sienna,2015,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,26595
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031,34180
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,38605
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,35410
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,31840
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031,37620
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,31640
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,41245
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031,40815
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,28850
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,41900
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031,43040
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,39930
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,23,16,2031,46410
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,37655
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,35210
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,45270
Toyota,Sienna,2016,regular unleaded,266,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,25,18,2031,26745
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,29750
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,32740
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031,35080
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031,43940
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,42800
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031,41715
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,38555
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,32540
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,42145
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,39505
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,36310
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,36110
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,40830
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,27645
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031,38520
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,front wheel drive,4,N/A,Large,Passenger Minivan,27,19,2031,46170
Toyota,Sienna,2017,regular unleaded,296,6,AUTOMATIC,all wheel drive,4,N/A,Large,Passenger Minivan,24,18,2031,47310
Toyota,Tacoma,2015,regular unleaded,236,6,MANUAL,four wheel drive,4,N/A,Compact,Crew Cab Pickup,19,15,2031,27355
Toyota,Tacoma,2015,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,23075
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,16,2031,27235
Toyota,Tacoma,2015,regular unleaded,159,4,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,20,18,2031,24800
Toyota,Tacoma,2015,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031,21865
Toyota,Tacoma,2015,regular unleaded,236,6,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,19,15,2031,35725
Toyota,Tacoma,2015,regular unleaded,159,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,25,21,2031,20965
Toyota,Tacoma,2015,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,23625
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,2031,37615
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,21,17,2031,25060
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,21,17,2031,23960
Toyota,Tacoma,2015,regular unleaded,236,6,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,19,15,2031,26355
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,16,2031,36705
Toyota,Tacoma,2015,regular unleaded,236,6,MANUAL,four wheel drive,4,N/A,Compact,Crew Cab Pickup,19,15,2031,36635
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,2031,28235
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,2031,28735
Toyota,Tacoma,2015,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031,22525
Toyota,Tacoma,2015,regular unleaded,236,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,21,17,2031,25560
Toyota,Tacoma,2015,regular unleaded,159,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,18,2031,25700
Toyota,Tacoma,2016,regular unleaded,159,4,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,19,2031,25185
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,29275
Toyota,Tacoma,2016,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,23,19,2031,23660
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,34700
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,31420
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,34090
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031,30025
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,18,2031,33310
Toyota,Tacoma,2016,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,23,19,2031,26635
Toyota,Tacoma,2016,regular unleaded,278,6,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,20,17,2031,31680
Toyota,Tacoma,2016,regular unleaded,278,6,MANUAL,four wheel drive,4,N/A,Compact,Crew Cab Pickup,20,17,2031,32460
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,34090
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031,27355
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,18,2031,33310
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,35105
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,31920
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,38180
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,28345
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,31125
Toyota,Tacoma,2016,regular unleaded,159,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,22,19,2031,26735
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,31625
Toyota,Tacoma,2016,regular unleaded,159,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,22,19,2031,28820
Toyota,Tacoma,2016,regular unleaded,278,6,MANUAL,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,17,2031,32460
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,28845
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,18,2031,30530
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,31125
Toyota,Tacoma,2016,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,23,19,2031,25745
Toyota,Tacoma,2016,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,23,19,2031,24490
Toyota,Tacoma,2016,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,34700
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,35315
Toyota,Tacoma,2017,regular unleaded,278,6,MANUAL,four wheel drive,4,N/A,Compact,Crew Cab Pickup,20,17,2031,33075
Toyota,Tacoma,2017,regular unleaded,278,6,MANUAL,four wheel drive,4,N/A,Compact,Crew Cab Pickup,20,17,2031,40760
Toyota,Tacoma,2017,regular unleaded,159,4,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,19,2031,25645
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,35720
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,18,2031,33770
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,32765
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,34705
Toyota,Tacoma,2017,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,23,19,2031,27095
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,35315
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,42760
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,34705
Toyota,Tacoma,2017,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,23,19,2031,24950
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,29690
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031,25730
Toyota,Tacoma,2017,regular unleaded,278,6,MANUAL,four wheel drive,4,N/A,Compact,Crew Cab Pickup,20,17,2031,33075
Toyota,Tacoma,2017,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,23,19,2031,26205
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,31740
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,29735
Toyota,Tacoma,2017,regular unleaded,159,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,22,19,2031,29280
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,18,2031,33770
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031,30485
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,24,19,2031,28700
Toyota,Tacoma,2017,regular unleaded,159,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,23,19,2031,24120
Toyota,Tacoma,2017,regular unleaded,278,6,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,21,17,2031,32390
Toyota,Tacoma,2017,regular unleaded,159,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,22,19,2031,27195
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,33265
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,31740
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,23,18,2031,38795
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,18,2031,31875
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,32240
Toyota,Tacoma,2017,regular unleaded,278,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,24,19,2031,30190
Toyota,Tundra,2015,regular unleaded,310,8,AUTOMATIC,four wheel drive,4,N/A,Large,Extended Cab Pickup,18,14,2031,33210
